umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
47.0,Laki-laki,PNS,Palangkaraya,5220132.832320826,1.0,0,47.03756395888574,174.84325716983824,Moonsilk,0.0,S1,1.0,0.5003782990920249
37.0,Perempuan,PNS,Serang,14277875.778118024,1.0,0,82.69219173560595,178.8594711636058,Moonsilk,0.0,S1,4.0,0.4458370520028566
31.0,Laki-laki,Freelance,Semarang,8440527.83240635,1.0,1,58.10038487029057,168.96680703789855,Deadbuoy,1.0,S1,10.0,0.7183117139947288
54.0,Laki-laki,Pengangguran,Tanjungselor,5419390.440133551,1.0,0,52.32451222244052,191.8894373958491,Moonsilk,1.0,S1,4.0,1.0
43.0,Laki-laki,Freelance,Banjarmasin,4401970.448796479,1.0,0,73.7850742447981,172.91307017534302,Shoulder & Head,1.0,S1,2.0,0.5188952279278634
22.0,Perempuan,PNS,Yogyakarta,7453515.974201755,1.0,1,52.081021593421326,167.85444064410845,Shoulder & Head,0.0,SMA,5.0,0.5909659364546423
52.0,Perempuan,PNS,Jakarta,7955009.3970663445,1.0,0,67.53623332462755,166.8202823560276,Pantone,1.0,S1,2.0,0.6575640746387326
45.0,Perempuan,Pegawai swasta,Palangkaraya,5632270.742167583,1.0,0,57.09440871629194,180.90159531317698,Pantone,1.0,SMP,1.0,0.4272733009722315
34.0,Laki-laki,Freelance,Tanjung Pinang,24162867.350882612,1.0,0,52.55498737463934,168.19668675465772,Deadbuoy,0.0,S2,10.0,0.44583584460823655
44.0,Perempuan,Pegawai swasta,Pekanbaru,9587605.118415033,1.0,0,51.60796784401099,186.28506345662942,Pantone,0.0,S2,6.0,0.3727088726123933
42.0,Laki-laki,Pegawai swasta,Jakarta,10300340.231939623,1.0,0,47.38686511804781,168.47954504403285,Merpati,1.0,S1,4.0,0.5936053133019874
33.0,Perempuan,Pegawai swasta,Palangkaraya,6891697.865975658,1.0,0,58.97849585444774,156.80249670350224,Moonsilk,0.0,S1,4.0,0.29648866686619874
42.0,Laki-laki,Pegawai swasta,Mataram,11317808.972305788,1.0,1,55.27918558848077,177.19299027993463,Merpati,0.0,S1,4.0,0.7805171788452143
33.0,Perempuan,PNS,Makassar,5187888.247668395,1.0,0,48.31448993814443,174.39616718233617,Moonsilk,1.0,S1,1.0,0.4256691055954193
31.0,Laki-laki,PNS,Palangkaraya,6311709.496315429,1.0,0,76.02940475686634,190.69832108817033,Pantone,0.0,S1,10.0,0.5595102312743077
42.0,Laki-laki,Pegawai swasta,Medan,18185534.265459597,1.0,0,48.16148409417117,174.4410711824708,Pantone,1.0,SMA,8.0,0.7362532620570855
51.0,Perempuan,Pegawai swasta,Semarang,7635237.225135374,1.0,1,43.82720297468434,174.4409978525544,Moonsilk,1.0,S1,7.0,0.8381032633956247
55.0,Laki-laki,PNS,Banjarmasin,14813045.251348278,1.0,0,57.09770021158813,170.88357639971537,Moonsilk,0.0,S1,6.0,0.7287150028895886
38.0,Laki-laki,PNS,Padang,3880589.063256847,1.0,1,60.95060441092476,194.2588889276218,Deadbuoy,0.0,S1,7.0,0.6753201409622979
38.0,Laki-laki,PNS,Banjarmasin,9267659.339462072,1.0,0,60.711261703097705,164.19195076960767,Pantone,1.0,SMA,8.0,0.28006574771998316
38.0,Laki-laki,Freelance,Bengkulu,23084750.47579118,1.0,0,61.00513910078915,171.91150878539693,Moonsilk,0.0,S1,8.0,0.35211395983684435
60.0,Perempuan,PNS,Yogyakarta,14341355.758508436,1.0,0,71.92755754277276,173.17834822894937,Moonsilk,1.0,S1,8.0,0.7702741320649954
35.0,Laki-laki,PNS,Denpasar,9738985.03926495,1.0,1,56.12491833047841,165.8180253484651,Merpati,0.0,SMA,3.0,0.6090466383576995
36.0,Laki-laki,Freelance,Gorontalo,5042303.517361001,1.0,0,43.80722251321774,169.37950253682646,Pantone,0.0,SD,4.0,0.2533681463210637
51.0,Perempuan,Freelance,Tanjung Pinang,8436574.084518533,1.0,0,62.925855282138556,171.2829711199682,Merpati,1.0,S1,,0.5032356760982531
27.0,Laki-laki,PNS,Mamuju,5166018.401138052,1.0,0,43.51315071989725,162.89121140705896,Shoulder & Head,0.0,SMA,9.0,0.5848914795236415
55.0,Perempuan,Pegawai swasta,Kupang,5888194.106663865,1.0,0,48.2428396347782,170.2214559061356,Merpati,0.0,S1,2.0,0.46320139746781946
43.0,Laki-laki,Pegawai swasta,Gorontalo,7547780.914021607,1.0,0,50.21201238890844,166.15651545430492,Deadbuoy,0.0,S3,4.0,0.4735386006004612
44.0,Perempuan,Pegawai swasta,Palangkaraya,5366103.09310475,1.0,0,53.74441876047818,156.04299957531543,Pantone,1.0,SMA,3.0,0.47490278264079533
47.0,Laki-laki,Freelance,Palu,4842156.3047381025,1.0,0,56.34775465289679,172.6012097403888,Pantone,1.0,S1,2.0,0.3622375177963078
19.0,Laki-laki,Freelance,Banjarmasin,10318962.361959305,0.0,0,68.99866829748183,179.38954918066216,Merpati,0.0,SMA,8.0,0.29346324165423504
40.0,Perempuan,Freelance,Jambi,6402835.492312314,1.0,0,65.32183003699652,165.6262298624316,Moonsilk,1.0,SMA,1.0,0.18733896296509492
38.0,Laki-laki,PNS,Medan,6299072.165650269,1.0,0,73.99221770657726,170.73732651209937,Merpati,1.0,S1,3.0,0.5804722290639347
49.0,Laki-laki,Freelance,Mamuju,4716465.762137665,1.0,0,74.40111898426358,179.15065600434977,Shoulder & Head,0.0,SMP,9.0,0.552116877689636
46.0,Laki-laki,Pegawai swasta,Makassar,6513953.64315726,1.0,1,52.42803493987297,170.91271380102233,Shoulder & Head,1.0,S1,9.0,0.8495232020509751
39.0,Laki-laki,PNS,Tanjung Pinang,9936200.438942468,1.0,0,56.44513559196078,174.70988549965824,Shoulder & Head,0.0,S1,8.0,0.6014361658928206
66.0,Laki-laki,PNS,Kendari,13553616.52864075,1.0,0,68.0510717142486,149.51802480948527,Deadbuoy,0.0,S1,9.0,0.8621345614387399
45.0,Laki-laki,PNS,Banda Aceh,11131340.145543847,1.0,0,46.17241497327718,141.55729409780974,Shoulder & Head,1.0,S1,4.0,0.6557510383180718
49.0,Laki-laki,PNS,Banda Lampung,7685937.512613786,1.0,0,53.083191421736814,179.26995578761768,Pantone,1.0,S1,2.0,0.658537776605036
41.0,Laki-laki,Pegawai swasta,Kendari,7268040.338739979,1.0,0,66.62613133423989,167.69711536750123,Shoulder & Head,0.0,S1,6.0,0.41587269375594826
57.0,Perempuan,Pegawai swasta,Semarang,6843180.233988989,1.0,0,43.20422139984166,158.64763415272947,Pantone,0.0,S2,9.0,0.6368520294677593
37.0,Perempuan,PNS,Bandung,9022650.361063812,1.0,0,87.53660940443133,171.11896751949152,Merpati,1.0,S1,3.0,0.5387437122999345
43.0,Perempuan,Pegawai swasta,Mamuju,4670539.248726416,1.0,0,44.644937232390205,160.59694102003064,Deadbuoy,0.0,SMA,8.0,0.40349458281377526
47.0,Laki-laki,Pegawai swasta,Bandung,5392033.765695015,1.0,0,55.408712481726496,165.14792809593632,Shoulder & Head,1.0,S1,9.0,0.6737620711460753
37.0,Laki-laki,Pegawai swasta,Gorontalo,6875957.796089482,1.0,0,55.89783332472871,173.5633466038188,Pantone,1.0,S1,4.0,0.4709906365617267
46.0,Perempuan,Pegawai swasta,Palembang,11800544.858541936,1.0,0,60.27618754536366,173.68939037483756,Shoulder & Head,1.0,SMA,5.0,0.6111704051874484
36.0,Perempuan,PNS,Denpasar,9178179.542632254,1.0,0,62.95001860479064,163.04251155815982,Shoulder & Head,0.0,S1,6.0,0.5247505793509699
36.0,Laki-laki,Pegawai swasta,Makassar,4746172.337490941,1.0,0,63.24162721047749,167.26487040653834,Pantone,1.0,SMA,3.0,0.4389431797498322
33.0,Laki-laki,Pegawai swasta,Jayapura,5598315.376173394,1.0,0,55.682177119559924,165.29349189226562,Merpati,0.0,S2,2.0,0.3736183460390957
49.0,Perempuan,PNS,Yogyakarta,21489038.019142702,1.0,0,49.46042549818339,,Shoulder & Head,0.0,S1,8.0,0.6047073320204863
45.0,Perempuan,Pegawai swasta,Pekanbaru,7883879.823711032,1.0,1,63.4353751931224,167.07981115627632,Shoulder & Head,0.0,S1,10.0,0.760415251764748
32.0,Perempuan,Freelance,Mamuju,10545588.126428308,1.0,1,51.07234843696976,148.2972091546251,Merpati,0.0,S1,2.0,0.26864072801008587
60.0,Laki-laki,Pegawai swasta,Palembang,11230415.234761707,1.0,0,51.47036222692405,178.64156848069965,Deadbuoy,1.0,SMA,10.0,0.7923471283903405
39.0,Perempuan,Pegawai swasta,Denpasar,15913797.48686965,1.0,1,48.70360404008007,142.4671193988719,Moonsilk,0.0,S1,7.0,
54.0,Laki-laki,Freelance,Padang,5654219.89162849,1.0,1,47.8268962872217,172.50134872326268,Merpati,1.0,SMA,7.0,0.7813902198318248
53.0,Laki-laki,PNS,Sofifi,5998052.620302949,1.0,0,,171.2379380614705,Deadbuoy,0.0,SMA,6.0,0.7528441155996655
47.0,Laki-laki,Pegawai swasta,Banda Aceh,6099440.066401338,1.0,0,52.136576401618576,169.0965956127807,Deadbuoy,1.0,S1,8.0,0.6402152001368339
41.0,Laki-laki,Pegawai swasta,Kendari,7360511.972654435,1.0,1,53.71767310898488,169.71258533840722,Deadbuoy,0.0,S1,4.0,0.613267840736227
55.0,Laki-laki,PNS,Jayapura,4176807.7796233227,1.0,0,51.874896109414635,159.51382684977105,Deadbuoy,1.0,S1,6.0,0.7772043488155045
43.0,Laki-laki,Freelance,Pangkalpinang,9335206.186285038,1.0,0,60.58622356785723,181.64004084727014,Merpati,1.0,S1,4.0,0.4413290745336812
45.0,Laki-laki,PNS,Samarinda,11491601.248825211,1.0,0,61.27142322910237,163.44110019145725,Merpati,0.0,S2,1.0,0.5658761538682284
51.0,Laki-laki,Pegawai swasta,Tanjungselor,6851729.800939887,1.0,0,67.69817617839392,172.53057852209773,Shoulder & Head,1.0,S1,9.0,0.7715157652021986
33.0,Laki-laki,PNS,Padang,22410381.31925965,1.0,1,50.17729903342,160.5829129764706,Merpati,1.0,S1,6.0,0.8950783449556184
23.0,Laki-laki,PNS,Mamuju,17197747.762490492,1.0,1,57.71910253090276,154.70972509392243,Pantone,1.0,S2,2.0,0.7951278721042746
33.0,Perempuan,PNS,Manokwari,8274759.262273932,1.0,0,58.38715578630138,155.51384221283632,Deadbuoy,0.0,S1,6.0,0.44459170807897547
39.0,Perempuan,Freelance,Bandung,4954940.561228217,1.0,0,54.343953217149135,176.8050730340781,Merpati,1.0,S1,4.0,0.2886226560323958
34.0,Perempuan,,Samarinda,7365542.242448077,1.0,0,65.54784516314302,173.89611430852813,Shoulder & Head,1.0,S1,2.0,0.3099757519789498
34.0,Laki-laki,Pengangguran,Pangkalpinang,11159720.64075563,1.0,,47.85169138798398,180.05775336941895,Moonsilk,0.0,SD,5.0,0.7493960913451903
50.0,Laki-laki,Pegawai swasta,Ambon,10632254.221718183,1.0,0,50.75043406822081,158.80571108892207,Pantone,0.0,S1,3.0,0.42595622955688794
40.0,Laki-laki,PNS,Jakarta,7575395.785963902,1.0,1,43.779500951765215,148.00415887751,Moonsilk,1.0,S2,1.0,0.7501134199904188
48.0,Laki-laki,Pegawai swasta,Tanjung Pinang,6032354.040987071,1.0,0,49.57603905348023,172.09297247071888,Merpati,0.0,S2,8.0,0.5776361674452053
43.0,Laki-laki,PNS,Ambon,5364269.709794337,1.0,1,51.696445603204296,161.5897384257438,Shoulder & Head,1.0,S1,3.0,0.8709878085856878
23.0,Laki-laki,Pengangguran,Samarinda,9093053.102295034,1.0,0,48.30816574011831,165.2943896138094,Shoulder & Head,1.0,S1,2.0,0.8299706005222917
48.0,Laki-laki,Pegawai swasta,Banda Aceh,12713211.27147019,1.0,0,46.9159013947725,158.4434190870013,Pantone,0.0,S1,3.0,0.48796086809314193
20.0,Perempuan,,Tanjungselor,7473890.020741724,1.0,0,50.285014510684356,193.27745128585786,Pantone,0.0,S1,8.0,0.33858116402821065
40.0,Perempuan,Pegawai swasta,Pangkalpinang,13877079.717402358,1.0,0,62.56329487769125,177.75369480319657,Pantone,0.0,S1,10.0,0.4023394193096949
39.0,Laki-laki,Freelance,Pontianak,9632757.462393556,1.0,1,52.134778630526256,165.51312688591761,Shoulder & Head,0.0,SMA,1.0,0.5082195083787048
47.0,Laki-laki,Pegawai swasta,Palu,4221180.859759269,1.0,1,65.82165170246995,170.38161786954996,Moonsilk,1.0,SMA,6.0,0.9152085891092655
52.0,Laki-laki,Pegawai swasta,Mamuju,8764537.347668283,1.0,0,59.38571197559452,172.64395832542158,Shoulder & Head,1.0,S3,7.0,0.7137726200190765
44.0,Laki-laki,Pegawai swasta,Banjarmasin,11438728.399558434,1.0,0,64.48311777232489,166.84659496598422,Merpati,0.0,S2,10.0,0.6725813080831344
46.0,Laki-laki,Pegawai swasta,Samarinda,10697737.076287998,1.0,0,48.70554013829253,150.14796270785928,Shoulder & Head,1.0,S1,9.0,0.7431265926914424
46.0,Laki-laki,Pegawai swasta,Semarang,6081767.699635464,1.0,0,62.75590483345613,174.74807863853647,Moonsilk,0.0,SMP,1.0,0.47702518339286104
32.0,Laki-laki,PNS,Padang,8965005.628631812,1.0,1,65.42042770377654,164.4451455448985,Shoulder & Head,0.0,S1,9.0,0.8434129611021812
37.0,Laki-laki,PNS,Tanjungselor,6887898.172312484,1.0,1,61.31906687399399,152.83274858065099,Merpati,0.0,SMP,10.0,0.7565016113405658
36.0,Laki-laki,PNS,Serang,6288640.336023801,1.0,1,77.59825155404727,178.69867424788546,Pantone,0.0,S1,1.0,0.5934345737317226
40.0,Laki-laki,Pengangguran,Kupang,3959591.273720566,1.0,0,66.72828965765873,159.79693039019716,Shoulder & Head,0.0,S1,8.0,0.7922057256237963
32.0,Laki-laki,PNS,Kendari,12798490.306316145,1.0,0,69.372209545023,185.90157329501716,Pantone,1.0,SMA,4.0,0.6519448440809011
59.0,Laki-laki,PNS,Samarinda,,1.0,0,55.06392626560629,162.68939622853262,Moonsilk,1.0,SMA,10.0,0.9128948900687504
34.0,,Pegawai swasta,Banjarmasin,6996730.060035509,1.0,0,60.91909353371949,175.877493990592,Moonsilk,1.0,SMA,5.0,0.4069981824819511
55.0,Laki-laki,PNS,Denpasar,9727373.592596088,1.0,0,47.88601085075789,180.61233530702185,Shoulder & Head,1.0,S1,3.0,0.7583203215271254
41.0,Perempuan,Pegawai swasta,Medan,9705444.570332438,1.0,0,68.7237730143774,181.99734180439071,Deadbuoy,1.0,SMP,9.0,0.6574604204627729
30.0,Laki-laki,PNS,Banjarmasin,6924987.135414387,1.0,0,47.53029541222715,149.5014584010399,Shoulder & Head,1.0,SMA,2.0,0.5045412924807755
30.0,Laki-laki,PNS,Tanjung Pinang,6563518.268894267,1.0,0,55.56864155958857,175.84150750900184,Deadbuoy,1.0,S3,2.0,0.5419758710307351
31.0,Perempuan,PNS,Jakarta,6493203.93104217,1.0,0,55.448891636826474,168.9617479303772,Shoulder & Head,1.0,SMA,6.0,0.5214107828113909
43.0,Perempuan,Pegawai swasta,Jambi,6556697.778308476,1.0,0,55.0808174352116,177.27624572935994,Pantone,1.0,S1,9.0,0.598757121600492
53.0,Laki-laki,Pengangguran,Padang,7162466.274760614,1.0,0,56.844536845030404,172.2973135545092,Shoulder & Head,1.0,S1,3.0,1.0
36.0,Laki-laki,PNS,Denpasar,4286361.830366244,1.0,0,44.10815238961958,169.60507154350924,Moonsilk,1.0,S1,4.0,0.4806349308326108
35.0,Perempuan,Freelance,Denpasar,9139574.86645532,1.0,0,46.68709309431071,163.44640389536363,Shoulder & Head,1.0,SMP,3.0,0.3124411484220772
48.0,Laki-laki,Pengangguran,Bandung,4112797.5931724785,1.0,0,60.873638831282406,156.6919388248299,Merpati,1.0,SMP,1.0,0.8789986909999699
44.0,Laki-laki,Pegawai swasta,Pangkalpinang,12198904.504800214,1.0,1,57.15141664550585,162.95523395531623,Shoulder & Head,1.0,SMP,3.0,0.7288340344314481
41.0,Perempuan,PNS,Serang,7749803.378284659,1.0,1,42.52206399134104,155.11464244651032,Moonsilk,1.0,S1,10.0,0.9268432506244769
39.0,Laki-laki,Pegawai swasta,Serang,6877504.064863697,1.0,0,52.695103756483014,149.78195303281643,Moonsilk,1.0,SMP,1.0,0.4964986657109234
45.0,Laki-laki,Pegawai swasta,Palu,6115687.862301093,1.0,1,67.77995970823883,173.68945352139121,Merpati,1.0,S2,8.0,0.8171295627398105
24.0,Laki-laki,Pengangguran,Bengkulu,8242265.958691906,1.0,1,50.81502720691671,177.6493806340115,Moonsilk,0.0,S1,3.0,0.8876747595793316
39.0,Laki-laki,PNS,Sofifi,14051432.6345449,1.0,1,51.77864937112836,181.22430973493022,Pantone,0.0,S1,9.0,0.8404519629454761
57.0,Laki-laki,PNS,Makassar,13433167.98789654,1.0,0,71.94789572642556,177.41528581885422,Merpati,1.0,SMA,7.0,0.8392020220792138
25.0,Laki-laki,Pegawai swasta,Tanjung Pinang,8785810.77846267,1.0,0,52.19962907831151,180.47452995941526,Merpati,0.0,SMA,2.0,0.4209979730815696
33.0,Perempuan,PNS,Tanjungselor,14689284.290212603,1.0,0,58.78316458910687,180.69288660334854,Pantone,0.0,S1,3.0,0.38274885387429136
37.0,Laki-laki,PNS,Banda Lampung,10852115.01975538,1.0,1,70.28212337258543,166.412502264185,Moonsilk,1.0,SMA,8.0,0.8735269368768738
31.0,Laki-laki,Pegawai swasta,Manokwari,4154448.6873598844,1.0,0,51.68710118699386,164.30900762354275,Merpati,1.0,S1,9.0,0.5881622924331554
50.0,Laki-laki,Pegawai swasta,Kupang,6483675.39905209,1.0,0,55.097925384491305,163.7772553690419,Shoulder & Head,0.0,S1,3.0,0.46119544376057564
25.0,Laki-laki,Freelance,Makassar,8916992.584137809,1.0,1,64.5223490265346,171.40526163419915,Moonsilk,0.0,S1,7.0,0.6156368723914091
41.0,Perempuan,Freelance,Makassar,9248191.909243628,1.0,1,72.56940063199657,187.04904076313957,Deadbuoy,1.0,S1,3.0,0.5383836222061378
34.0,Laki-laki,Freelance,Pekanbaru,10032598.447083633,1.0,0,49.69990855220797,156.02334555683098,Moonsilk,1.0,S2,2.0,0.39163048279294194
36.0,Laki-laki,Pengangguran,Pekanbaru,7138870.01899344,1.0,0,54.86508247237875,158.86768250456234,Moonsilk,0.0,S1,6.0,0.7288138012974834
27.0,Laki-laki,PNS,Palu,9595116.839548675,1.0,0,56.99553278443395,169.03767569622897,Shoulder & Head,0.0,SMP,4.0,0.5037465497423518
23.0,Perempuan,Freelance,Padang,5309153.581431322,1.0,0,52.593300895574146,153.9365623650117,Pantone,0.0,SMA,7.0,0.2075355549877925
42.0,Laki-laki,Pegawai swasta,Jambi,7482809.241175105,1.0,0,42.64107893436512,162.12214081336305,Merpati,0.0,S1,2.0,0.447561702776107
48.0,Laki-laki,Pegawai swasta,Padang,5227808.177852834,1.0,1,50.72881349075002,164.80460774785806,Moonsilk,1.0,SMA,6.0,0.819942213245676
37.0,Laki-laki,Freelance,Pontianak,9381383.48693854,1.0,0,49.143619561819094,184.71389936795785,Pantone,1.0,SMA,6.0,0.3576563651688813
49.0,Laki-laki,PNS,Denpasar,9854516.888077859,1.0,1,55.204304982179615,173.40431452568546,Merpati,0.0,S1,5.0,0.7866102280326348
45.0,Laki-laki,Pengangguran,Jayapura,10189622.507150179,1.0,0,62.742995491875135,168.6357212591073,Shoulder & Head,1.0,S1,6.0,1.0
29.0,Laki-laki,PNS,Pontianak,7637646.049427698,1.0,0,64.92850207454966,183.3975600308729,Moonsilk,1.0,S1,8.0,0.6709731223400082
33.0,Laki-laki,Pegawai swasta,Sofifi,6805233.242000185,1.0,1,60.005448524501865,163.74595792960787,Pantone,1.0,S1,10.0,0.7859746731204499
41.0,Perempuan,PNS,Ambon,5608130.507277381,1.0,0,56.92816420633167,169.56120309472612,Pantone,1.0,S1,6.0,0.7533037669650432
42.0,Laki-laki,Pegawai swasta,Banda Aceh,5970868.418212377,1.0,1,64.83701136017842,162.08633417872772,Shoulder & Head,0.0,S1,8.0,0.691680981879804
19.0,Laki-laki,PNS,Semarang,7497007.751306889,0.0,0,67.36806814643852,157.30557768257367,Shoulder & Head,0.0,SMA,8.0,0.42656441265526235
39.0,Laki-laki,PNS,Pontianak,6177887.675240086,1.0,0,54.562899653779986,158.98156586254163,Pantone,0.0,S1,10.0,0.5749153457452447
53.0,Laki-laki,PNS,Surabaya,7825676.156771019,1.0,0,61.18040642326617,159.89214669490175,Shoulder & Head,0.0,S1,3.0,0.6667692267890729
51.0,Laki-laki,Pegawai swasta,Ambon,2597360.573678973,1.0,0,51.570940979230365,155.67811520026095,Moonsilk,0.0,S2,2.0,0.48270056528474015
47.0,Laki-laki,Pegawai swasta,Jayapura,10326598.081656827,1.0,0,56.03297731359996,156.17218754364612,Shoulder & Head,0.0,S1,8.0,0.5550976874472073
56.0,Perempuan,Pegawai swasta,Gorontalo,6568866.065118798,1.0,0,51.90551011152753,163.60826388083458,Deadbuoy,0.0,SMA,2.0,0.4820576431829148
33.0,Laki-laki,PNS,Pekanbaru,3902435.916461344,1.0,0,49.6658714862022,145.03488611726283,Merpati,,SMA,3.0,0.49951504465877106
41.0,Laki-laki,Pegawai swasta,Surabaya,15807602.696916962,1.0,0,44.244706124411834,,Merpati,0.0,S1,1.0,0.43834552148418093
35.0,Laki-laki,Pegawai swasta,Palembang,8550107.261828281,1.0,1,48.25642809267831,161.5839462842945,Shoulder & Head,1.0,S1,2.0,0.7129307829654188
26.0,Perempuan,Pegawai swasta,Jambi,21719921.775057144,1.0,0,58.232266558310116,171.9673336549884,Merpati,1.0,S1,5.0,0.4651111081266364
35.0,Laki-laki,PNS,Surabaya,23617223.188837443,1.0,1,48.63861957173216,160.0424842265261,Pantone,1.0,SMP,4.0,0.7997506749297719
17.0,Perempuan,Pegawai swasta,Kendari,12693771.63901497,0.0,0,50.90873837908762,165.26987387134244,Pantone,0.0,S1,10.0,0.36080298957477897
40.0,Laki-laki,Pengangguran,Makassar,10783338.800236458,1.0,0,47.64590485489051,163.4088839077457,Merpati,0.0,S1,7.0,0.8610019586465558
36.0,Laki-laki,Pegawai swasta,Kendari,11051474.134342099,1.0,1,75.33471105895993,171.83223201331356,Deadbuoy,0.0,S1,10.0,0.6813159523057524
57.0,Laki-laki,PNS,Kendari,9174158.688506229,1.0,0,88.47707120134142,197.2372456373506,Pantone,0.0,S2,3.0,0.7148169195226758
38.0,Laki-laki,Pegawai swasta,Bandung,13582067.820927033,1.0,0,54.40480313479399,166.14336252442507,Shoulder & Head,1.0,S1,2.0,0.42277283654242365
33.0,Perempuan,Freelance,Makassar,11168452.586631127,1.0,0,50.75882497789323,165.60361499567418,Deadbuoy,1.0,S1,4.0,0.21696007829802094
22.0,Laki-laki,Pegawai swasta,Kendari,2730467.4059627354,1.0,0,58.98049063457111,161.7358540121011,Merpati,0.0,S1,10.0,0.5206505275733972
46.0,Laki-laki,Pengangguran,Palembang,6248491.450955146,1.0,1,70.44184923204,172.09762694644525,Shoulder & Head,1.0,SMA,5.0,1.0
36.0,Perempuan,PNS,Pekanbaru,6746112.524416732,1.0,1,51.8397021218563,168.5032106645939,Moonsilk,1.0,SMA,4.0,0.6723825795919083
47.0,Laki-laki,PNS,Banda Aceh,5704707.431457595,1.0,0,50.9527425226194,169.64389954526303,Moonsilk,0.0,S1,6.0,0.5924840226130565
36.0,Perempuan,PNS,Palangkaraya,17784258.2549304,1.0,0,57.476134642296294,171.46512039402438,Deadbuoy,0.0,S1,10.0,0.47127276050494066
37.0,Laki-laki,PNS,Denpasar,6641853.163688836,1.0,1,56.09703771554181,163.42316026389977,Pantone,1.0,S2,9.0,1.0
32.0,Laki-laki,PNS,Manado,10363322.369879408,1.0,0,61.93339862286509,153.41182432166394,Deadbuoy,1.0,SMA,3.0,0.6399952718221035
40.0,Laki-laki,PNS,Banda Lampung,7997590.703098129,1.0,0,43.809824551524365,,Pantone,1.0,S1,5.0,0.5863305422772349
43.0,Laki-laki,PNS,Manado,2672642.413423095,1.0,0,46.551219883772745,157.4188575564381,Pantone,0.0,S1,10.0,0.645435543732301
55.0,Laki-laki,Pegawai swasta,Padang,10043096.365105158,1.0,0,51.65469472839432,177.96860676915236,Deadbuoy,1.0,SMA,7.0,0.8113549698137145
43.0,Perempuan,Freelance,Tanjungselor,8215842.83084669,1.0,0,47.87353861314916,177.16144088570084,Shoulder & Head,0.0,S1,10.0,0.2976593627561393
45.0,Perempuan,PNS,Pangkalpinang,15720305.261238603,1.0,1,53.439788762630165,156.8586154966464,Merpati,1.0,S1,7.0,0.912763364640275
39.0,Laki-laki,PNS,Mataram,7190388.877011196,1.0,1,50.41803940524453,153.8704565316308,Pantone,0.0,S1,3.0,0.6536000157749843
43.0,,PNS,Padang,8109758.65147794,1.0,0,45.74373508294504,154.75030918164296,Shoulder & Head,0.0,S1,6.0,0.6031387474557043
44.0,Laki-laki,PNS,Padang,9521766.578113796,1.0,0,60.86639659137317,175.34526297591813,Merpati,0.0,SMA,3.0,0.6037495852110378
49.0,Laki-laki,Freelance,Surabaya,7651126.52243794,1.0,0,57.17694229497333,162.91092440367925,Shoulder & Head,1.0,S1,4.0,0.5018547964722302
48.0,Perempuan,PNS,Pontianak,4920570.155065779,1.0,0,44.378769594054916,168.80954380605706,Moonsilk,0.0,S1,1.0,0.46488110353086975
52.0,Perempuan,PNS,Manokwari,7701084.864563906,1.0,0,68.66585829632429,176.9016188082802,Merpati,0.0,SMA,5.0,0.6535211271871789
45.0,Perempuan,Freelance,Tanjung Pinang,12760496.053038767,1.0,0,51.94469741753646,168.68180287227347,Shoulder & Head,0.0,S1,3.0,0.26725875236721924
52.0,Perempuan,Pegawai swasta,Mamuju,8338041.944367852,1.0,0,50.255584316143604,164.04668969117574,Merpati,0.0,SMA,5.0,0.4423957008613238
29.0,Laki-laki,PNS,Jakarta,6154120.080595098,1.0,0,47.95586205787909,150.5867824114319,Shoulder & Head,1.0,SD,10.0,0.7606192333210722
33.0,Laki-laki,Pegawai swasta,Banjarmasin,14697285.040685715,1.0,0,50.13784447013034,187.46089188998764,Merpati,1.0,S1,5.0,0.5038235416819195
42.0,Laki-laki,Freelance,Palembang,7666974.417778488,1.0,0,52.461470083252664,154.0822419107457,Shoulder & Head,,SMA,1.0,0.43702518197445706
41.0,Laki-laki,Pegawai swasta,Surabaya,9132503.14980536,1.0,1,57.47562811624687,167.3107035155484,Deadbuoy,1.0,S1,3.0,0.6943223434781151
50.0,Perempuan,Pegawai swasta,Ambon,13207631.59803226,1.0,0,,172.14374017982402,Moonsilk,1.0,S1,2.0,0.4788712768810836
25.0,Laki-laki,PNS,Gorontalo,6184294.127536419,1.0,1,54.55498571163763,163.72661380797152,Pantone,0.0,S1,4.0,0.7358172851286768
50.0,Laki-laki,,Tanjungselor,7038353.730238162,1.0,0,50.1086998462182,169.67535145639116,Merpati,0.0,S1,2.0,0.3327866833197983
30.0,Perempuan,Pegawai swasta,,9248574.006553836,1.0,0,55.25933872780659,161.3845466245477,Merpati,1.0,SMA,3.0,0.3986374083223623
34.0,Laki-laki,Pegawai swasta,Pontianak,6668394.510340701,1.0,0,60.88413672050227,175.40020128556782,Shoulder & Head,1.0,S1,7.0,0.5526434777057606
37.0,Perempuan,Pegawai swasta,Pangkalpinang,8676417.966503328,1.0,1,43.368742247935124,155.88051920495832,Moonsilk,1.0,S1,5.0,0.5505771365462953
45.0,Perempuan,PNS,Surabaya,13183324.080744551,1.0,0,56.316385470300304,155.1289466296092,Moonsilk,1.0,SMA,9.0,0.6707251847529418
44.0,Perempuan,PNS,Kupang,3264526.1052092453,1.0,1,61.421087757513135,163.06668493595333,Moonsilk,0.0,S1,6.0,0.7134450915229698
